TPS_Auto_0685,    2.3149,    6.7815, -0.1819,10:55:17.330
TPS_Auto_0686,    2.3030,    6.7701, -0.1124,10:55:17.450
TPS_Auto_0687,    2.2864,    6.7482, -0.0120,10:55:17.570
TPS_Auto_0688,    2.2712,    6.6903,  0.1014,10:55:17.770
TPS_Auto_0689,    2.2466,    6.5591,  0.1983,10:55:18.100
TPS_Auto_0690,    2.2519,    6.5099,  0.2533,10:55:18.230
TPS_Auto_0691,    2.2377,    6.4070,  0.2968,10:55:18.420
TPS_Auto_0692,    2.2243,    6.2899,  0.3138,10:55:18.620
TPS_Auto_0693,    2.2048,    6.1641,  0.3131,10:55:18.830
TPS_Auto_0694,    2.1630,    5.9719,  0.2873,10:55:19.150
TPS_Auto_0695,    2.1654,    5.8421,  0.2081,10:55:19.330
TPS_Auto_0696,    2.1549,    5.7394,  0.1320,10:55:19.510
TPS_Auto_0697,    2.1419,    5.6377,  0.0365,10:55:19.710
TPS_Auto_0698,    2.1380,    5.5792, -0.0415,10:55:19.890
TPS_Auto_0699,    2.1453,    5.5495, -0.1218,10:55:20.000
TPS_Auto_0700,    2.1644,    5.5314, -0.2236,10:55:20.210
TPS_Auto_0701,    2.1778,    5.5371, -0.2677,10:55:20.330
TPS_Auto_0702,    2.2101,    5.5767, -0.3354,10:55:20.530
TPS_Auto_0703,    2.2441,    5.6428, -0.3872,10:55:20.740
TPS_Auto_0704,    2.2756,    5.7175, -0.4339,10:55:20.950
